content_id,current_screen,current_text,problem_type,recommended_category,recommended_text,source_required,source_url,last_verified_at,notes
txt-cf8f1cdf1407,YouNew/en.lproj/Localizable.strings:102,Common mistake,duplicate_exact_text,explore,Reference canonical item txt-cf8f1cdf1407; do not store another copy.,false,,,Duplicate occurrences: 5.
txt-f9f1f9e51e6b,YouNew/en.lproj/Localizable.strings:103,Safe next step,duplicate_exact_text,explore,Reference canonical item txt-f9f1f9e51e6b; do not store another copy.,false,,,Duplicate occurrences: 4.
txt-932ba0e846d6,YouNew/en.lproj/Localizable.strings:104,Official source,duplicate_cross_category|duplicate_exact_text,official-services,Reference canonical item txt-932ba0e846d6; do not store another copy.,false,,,Duplicate occurrences: 56.
txt-ea8fab9188f9,YouNew/en.lproj/Localizable.strings:105,Open official source,duplicate_cross_category|duplicate_exact_text,official-services,Reference canonical item txt-ea8fab9188f9; do not store another copy.,false,,,Duplicate occurrences: 9.
txt-ea9dc5fa47e0,YouNew/en.lproj/Localizable.strings:106,Related topics,duplicate_exact_text,explore,Reference canonical item txt-ea9dc5fa47e0; do not store another copy.,false,,,Duplicate occurrences: 8.
txt-30d11376791f,YouNew/en.lproj/Localizable.strings:108,Last updated,duplicate_exact_text,explore,Reference canonical item txt-30d11376791f; do not store another copy.,false,,,Duplicate occurrences: 5.
txt-87bf8d2e7f77,YouNew/en.lproj/Localizable.strings:110,Information only. Rules can change. Always check the official source.,duplicate_exact_text,official-services,Reference canonical item txt-87bf8d2e7f77; do not store another copy.,false,,,Duplicate occurrences: 2.
txt-09bdce55d784,YouNew/en.lproj/Localizable.strings:114,"Try another query, open official sources, or ask AI.",duplicate_exact_text,official-services,Reference canonical item txt-09bdce55d784; do not store another copy.,false,,,Duplicate occurrences: 2.
txt-7a976132d3df,YouNew/en.lproj/Localizable.strings:115,"Open Places, official sources, or ask AI for nearby options.",duplicate_exact_text,official-services,Reference canonical item txt-7a976132d3df; do not store another copy.,false,,,Duplicate occurrences: 2.
txt-afc0feb6dd79,YouNew/en.lproj/Localizable.strings:119,Open step guide,duplicate_exact_text,explore,Reference canonical item txt-afc0feb6dd79; do not store another copy.,false,,,Duplicate occurrences: 2.
txt-04421dbc1939,YouNew/en.lproj/Localizable.strings:125,Legal Basics,duplicate_exact_text,explore,Reference canonical item txt-59f71054c8ac; do not store another copy.,false,,,Duplicate occurrences: 4.
txt-a043d6b4bce8,YouNew/en.lproj/Localizable.strings:126,Fines & Penalties,duplicate_exact_text,explore,Reference canonical item txt-a043d6b4bce8; do not store another copy.,false,,,Duplicate occurrences: 4.
txt-2f6b8d85a054,YouNew/en.lproj/Localizable.strings:127,Dutch Terms,duplicate_cross_category|duplicate_exact_text,explore,Reference canonical item txt-2f6b8d85a054; do not store another copy.,false,,,Duplicate occurrences: 10.
txt-e26a48a91127,YouNew/en.lproj/Localizable.strings:128,Common Mistakes,duplicate_exact_text,explore,Reference canonical item txt-e26a48a91127; do not store another copy.,false,,,Duplicate occurrences: 13.
txt-68dc4d3b34b5,YouNew/en.lproj/Localizable.strings:129,Official Sources,duplicate_cross_category|duplicate_exact_text,official-services,Reference canonical item txt-9119f091b619; do not store another copy.,false,,,Duplicate occurrences: 58.
txt-fc63c267c2eb,YouNew/en.lproj/Localizable.strings:130,Question Search,duplicate_exact_text,explore,Reference canonical item txt-7787a3497536; do not store another copy.,false,,,Duplicate occurrences: 2.
txt-318e905e9a3a,YouNew/en.lproj/Localizable.strings:131,Beginner Guides,duplicate_exact_text,explore,Reference canonical item txt-d4da88b784c1; do not store another copy.,false,,,Duplicate occurrences: 7.
txt-81b2ae83ec2f,YouNew/en.lproj/Localizable.strings:136,Letter assistant,duplicate_exact_text,explore,Reference canonical item txt-81b2ae83ec2f; do not store another copy.,false,,,Duplicate occurrences: 2.
txt-7973ec215ee5,YouNew/en.lproj/Localizable.strings:140,Extract text,duplicate_exact_text,explore,Reference canonical item txt-7973ec215ee5; do not store another copy.,false,,,Duplicate occurrences: 2.
txt-1ca7da4235f8,YouNew/en.lproj/Localizable.strings:141,Extracted text,duplicate_exact_text,explore,Reference canonical item txt-1ca7da4235f8; do not store another copy.,false,,,Duplicate occurrences: 2.
txt-c770e8dee210,YouNew/en.lproj/Localizable.strings:142,Local text check,duplicate_exact_text,explore,Reference canonical item txt-c770e8dee210; do not store another copy.,false,,,Duplicate occurrences: 2.
txt-75e095a87681,YouNew/en.lproj/Localizable.strings:143,Letter summaries,duplicate_exact_text,explore,Reference canonical item txt-75e095a87681; do not store another copy.,false,,,Duplicate occurrences: 2.
txt-643797a0a338,YouNew/en.lproj/Localizable.strings:144,"Start with documents, sources, or search.",duplicate_exact_text,getting-started,Reference canonical item txt-643797a0a338; do not store another copy.,false,,,Duplicate occurrences: 2.
txt-3216a778e6e2,YouNew/en.lproj/Localizable.strings:146,Use examples to understand official letters,duplicate_exact_text,official-services,Reference canonical item txt-3216a778e6e2; do not store another copy.,false,,,Duplicate occurrences: 2.
txt-be8d8780d9fe,YouNew/en.lproj/Localizable.strings:150,Language assistance only,duplicate_exact_text,explore,Reference canonical item txt-be8d8780d9fe; do not store another copy.,false,,,Duplicate occurrences: 2.
txt-d5d33a1238d4,YouNew/en.lproj/Localizable.strings:151,Translations may be incomplete or inaccurate. Verify important information with official institutions.,duplicate_exact_text,official-services,Reference canonical item txt-d5d33a1238d4; do not store another copy.,false,,,Duplicate occurrences: 2.
txt-d4d2e55ea7ab,YouNew/en.lproj/Localizable.strings:152,Text to translate,duplicate_exact_text,explore,Reference canonical item txt-d4d2e55ea7ab; do not store another copy.,false,,,Duplicate occurrences: 2.
txt-2ca0f22258df,YouNew/en.lproj/Localizable.strings:155,Detect language,duplicate_exact_text,explore,Reference canonical item txt-2ca0f22258df; do not store another copy.,false,,,Duplicate occurrences: 2.
txt-9ce48bf0d6b0,YouNew/en.lproj/Localizable.strings:157,Translated text,duplicate_exact_text,explore,Reference canonical item txt-9ce48bf0d6b0; do not store another copy.,false,,,Duplicate occurrences: 2.
txt-b49999ee5bc9,YouNew/en.lproj/Localizable.strings:159,Possible meaning,duplicate_exact_text,explore,Reference canonical item txt-b49999ee5bc9; do not store another copy.,false,,,Duplicate occurrences: 2.
txt-4343110ba3ed,YouNew/en.lproj/Localizable.strings:165,Copy translated text,duplicate_exact_text,explore,Reference canonical item txt-4343110ba3ed; do not store another copy.,false,,,Duplicate occurrences: 2.
txt-bda08b880f05,YouNew/en.lproj/Localizable.strings:166,Swap languages,duplicate_exact_text,explore,Reference canonical item txt-bda08b880f05; do not store another copy.,false,,,Duplicate occurrences: 2.
txt-61dc37489d32,YouNew/en.lproj/Localizable.strings:167,Recent translations,duplicate_exact_text,explore,Reference canonical item txt-61dc37489d32; do not store another copy.,false,,,Duplicate occurrences: 2.
txt-22a017905804,YouNew/en.lproj/Localizable.strings:168,Translate a letter or message to keep it here.,duplicate_exact_text,explore,Reference canonical item txt-22a017905804; do not store another copy.,false,,,Duplicate occurrences: 2.
txt-ff5146cd101a,YouNew/en.lproj/Localizable.strings:170,Fines & Penalties,duplicate_exact_text,explore,Reference canonical item txt-a043d6b4bce8; do not store another copy.,false,,,Duplicate occurrences: 4.
txt-ae16f1e0fcdb,YouNew/en.lproj/Localizable.strings:173,Choose another category or check official sources.,duplicate_exact_text,official-services,Reference canonical item txt-ae16f1e0fcdb; do not store another copy.,false,,,Duplicate occurrences: 2.
txt-a56313752567,YouNew/en.lproj/Localizable.strings:175,What this means,duplicate_exact_text,explore,Reference canonical item txt-a56313752567; do not store another copy.,false,,,Duplicate occurrences: 6.
txt-c2e2e13e67af,YouNew/en.lproj/Localizable.strings:176,Possible consequence,duplicate_exact_text,explore,Reference canonical item txt-c2e2e13e67af; do not store another copy.,false,,,Duplicate occurrences: 3.
txt-36ed1405cf30,YouNew/en.lproj/Localizable.strings:178,What to do,duplicate_exact_text,explore,Reference canonical item txt-36ed1405cf30; do not store another copy.,false,,,Duplicate occurrences: 3.
txt-a0ef45d7059f,YouNew/en.lproj/Localizable.strings:180,Open in Apple Maps,duplicate_exact_text,explore,Reference canonical item txt-a0ef45d7059f; do not store another copy.,false,,,Duplicate occurrences: 2.
txt-54d456815f7b,YouNew/en.lproj/Localizable.strings:186,Reminder examples,duplicate_exact_text,official-services,Reference canonical item txt-54d456815f7b; do not store another copy.,false,,,Duplicate occurrences: 2.
txt-829a2db011c1,YouNew/en.lproj/Localizable.strings:189,Schedule local notification,duplicate_exact_text,explore,Reference canonical item txt-829a2db011c1; do not store another copy.,false,,,Duplicate occurrences: 2.
txt-0a930da09c84,YouNew/en.lproj/Localizable.strings:190,Snooze +2 days,duplicate_exact_text,explore,Reference canonical item txt-0a930da09c84; do not store another copy.,false,,,Duplicate occurrences: 2.
txt-70c0c6b01058,YouNew/en.lproj/Localizable.strings:191,New modules,duplicate_exact_text,explore,Reference canonical item txt-70c0c6b01058; do not store another copy.,false,,,Duplicate occurrences: 2.
txt-6b1dc5edc240,YouNew/en.lproj/Localizable.strings:192,Municipality support,duplicate_exact_text,official-services,Reference canonical item txt-6b1dc5edc240; do not store another copy.,false,,,Duplicate occurrences: 4.
txt-0a3ea3f10a1d,YouNew/en.lproj/Localizable.strings:193,Document organizer,duplicate_exact_text,getting-started,Reference canonical item txt-0a3ea3f10a1d; do not store another copy.,false,,,Duplicate occurrences: 2.
txt-f2a4de496afe,YouNew/en.lproj/Localizable.strings:194,Dutch life survival guide,duplicate_exact_text,explore,Reference canonical item txt-f2a4de496afe; do not store another copy.,false,,,Duplicate occurrences: 3.
txt-5db54390b642,YouNew/en.lproj/Localizable.strings:195,Marketing Preview,duplicate_exact_text,explore,Reference canonical item txt-5db54390b642; do not store another copy.,false,,,Duplicate occurrences: 4.
txt-6a8f0c481dc0,YouNew/en.lproj/Localizable.strings:197,Marketing Preview,duplicate_exact_text,explore,Reference canonical item txt-5db54390b642; do not store another copy.,false,,,Duplicate occurrences: 4.
txt-2dda60923471,YouNew/en.lproj/Localizable.strings:200,Navigate Dutch systems clearly,duplicate_exact_text,explore,Reference canonical item txt-2dda60923471; do not store another copy.,false,,,Duplicate occurrences: 3.
txt-bf209ba6f80d,YouNew/en.lproj/Localizable.strings:203,Key benefits,duplicate_exact_text,explore,Reference canonical item txt-bf209ba6f80d; do not store another copy.,false,,,Duplicate occurrences: 2.
txt-ac4dde990520,YouNew/en.lproj/Localizable.strings:204,Navigate Dutch systems clearly,duplicate_exact_text,explore,Reference canonical item txt-2dda60923471; do not store another copy.,false,,,Duplicate occurrences: 3.
txt-915fa9eb3aa2,YouNew/en.lproj/Localizable.strings:205,Understand letters and deadlines,duplicate_exact_text,explore,Reference canonical item txt-915fa9eb3aa2; do not store another copy.,false,,,Duplicate occurrences: 2.
txt-0bb76614991a,YouNew/en.lproj/Localizable.strings:206,Find official sources faster,duplicate_exact_text,official-services,Reference canonical item txt-0bb76614991a; do not store another copy.,false,,,Duplicate occurrences: 2.
txt-bba1bf87be6f,YouNew/en.lproj/Localizable.strings:207,Avoid common newcomer mistakes,duplicate_exact_text,explore,Reference canonical item txt-bba1bf87be6f; do not store another copy.,false,,,Duplicate occurrences: 2.
txt-d5df3a7a2ba8,YouNew/en.lproj/Localizable.strings:208,One guide for life in the Netherlands,duplicate_exact_text,explore,Reference canonical item txt-d5df3a7a2ba8; do not store another copy.,false,,,Duplicate occurrences: 2.
txt-c8b8f4fdc1e8,YouNew/en.lproj/Localizable.strings:209,Screenshot copy,duplicate_exact_text,explore,Reference canonical item txt-c8b8f4fdc1e8; do not store another copy.,false,,,Duplicate occurrences: 2.
txt-33f4f378f0a0,YouNew/en.lproj/Localizable.strings:210,Navigate Dutch systems clearly,duplicate_exact_text,explore,Reference canonical item txt-2dda60923471; do not store another copy.,false,,,Duplicate occurrences: 3.
txt-8f57235ae185,YouNew/en.lproj/Localizable.strings:211,Understand letters and deadlines,duplicate_exact_text,explore,Reference canonical item txt-915fa9eb3aa2; do not store another copy.,false,,,Duplicate occurrences: 2.
txt-dd57516bdecb,YouNew/en.lproj/Localizable.strings:212,Find official sources faster,duplicate_exact_text,official-services,Reference canonical item txt-0bb76614991a; do not store another copy.,false,,,Duplicate occurrences: 2.
txt-a6d99cda04d8,YouNew/en.lproj/Localizable.strings:213,Avoid common newcomer mistakes,duplicate_exact_text,explore,Reference canonical item txt-bba1bf87be6f; do not store another copy.,false,,,Duplicate occurrences: 2.
txt-665001216599,YouNew/en.lproj/Localizable.strings:214,One guide for life in the Netherlands,duplicate_exact_text,explore,Reference canonical item txt-d5df3a7a2ba8; do not store another copy.,false,,,Duplicate occurrences: 2.
txt-b46be50deb0b,YouNew/en.lproj/Localizable.strings:216,Icon preview,duplicate_exact_text,explore,Reference canonical item txt-b46be50deb0b; do not store another copy.,false,,,Duplicate occurrences: 2.
txt-75f4e8233743,YouNew/en.lproj/Localizable.strings:219,"Prepared sizes: 16, 32, 64, 128, 256, 512, 1024 px. AppIcon is assigned in Assets.xcassets.",fact_requires_verification,explore,"Prepared sizes: 16, 32, 64, 128, 256, 512, 1024 px. AppIcon is assigned in Assets.xcassets.",true,,,
txt-7ce9cb07d35e,YouNew/en.lproj/Localizable.strings:224,Refugee / Status Holder,duplicate_exact_text,explore,Reference canonical item txt-7ce9cb07d35e; do not store another copy.,false,,,Duplicate occurrences: 6.
txt-4007a154a312,YouNew/en.lproj/Localizable.strings:225,Temporary Worker,duplicate_exact_text,work-and-money,Reference canonical item txt-4007a154a312; do not store another copy.,false,,,Duplicate occurrences: 3.
txt-1153ac6628cf,YouNew/en.lproj/Localizable.strings:226,Arriving Soon,duplicate_exact_text,explore,Reference canonical item txt-1153ac6628cf; do not store another copy.,false,,,Duplicate occurrences: 3.
